label,message,length
1,please call 08712402779 immediately urgent message waiting,81
0,yeah like go like friend imma flip shit like half hour,87
0,mum say wan go go shun bian watch da glass exhibition,84
0,plan pongal,26
0,wait till end march el nino get oh,58
0,yet chikku going room nw m bus,46
0,also cbe pay,43
0,honey boo m missing u,24
0,sent jd customer service cum accounts executive ur mail id detail contact u,97
0,yo m parent gettin cash good news picked downstem,70
0,thank much skyped wit kz sura didnt get pleasure company hope good ve given ultimatum oh countin aburo enjoy,179
1,hungry gay guy feeling hungry 4 call 08718730555 10pmin stop text call 08712460324 10pmin,120
0,ok wahala remember friend need,54
0,see half hour,26
0,im inperialmusic listening2the weirdest track ever byåóleafcutter johnåósounds like insect molested someone plumbing remixed evil men acid,156
0,hey sorry didntgive ya bellearlier hunny,47
0,seriously tell exact words right,48
1,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx callså£1minmoremobsemspobox45po139wa,147
0,tee hee lecture cheery bye bye,40
0,sorry chikku cell got problem thts nt able reply u msg u,81
0,still havent collected dough pls let know go place sent get control number,116
0,ok,5
1,network operator service free c s visit 80488biz,66
0,let know contact ve settled room lets know ok,81
0,wot u 2 u weirdo,20
0,lor,13
0,dont put phone silent mode ok,37
0,meet ì 5 4 depends ì wan 2 lor,66
0,waiting 4 tv show 2 start lor u leh still busy ur report,69
0,oh ho first time u use type word,55
0,one nt stalk profile,45
0,ever green quote ever told jerry cartoon a person irritates u always one loves u vry much fails express gud nyt,160
0,yes thought thanks,25
0,shes drinkin m ok,28
0,wondering others took,40
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,156
0,dog must always wait till end day word run time cell already,138
0,happy new year u,24
0,hey great deal farm tour 9am 5pm 95pax 50 deposit 16 may,70
0,eat jap done oso aft ur lect wat ìï got lect 12 rite,62
0,hey babe saw came online second disappeared happened,86
0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish,174
0,happy birthday may ur dream come true,48
0,aiyah u ok already lar e nydc wheellock,48
0,tell said eat shit,25
0,sure driving reach destination soon,54
0,k much 8th fifty,38
0,daily text ûò favour time,46
0,great hear settling well s happenin wit ola,64
0,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,133
0,tot u reach liao said tshirt,36
0,fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx ps dads fone no credit,132
0,cant pick phone right pls send message,51
0,right ll make appointment right,48
0,designation software developer may get chennai,62
1,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186,163
1,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tones 3gbp network operator rate apply,155
0,jokin oni lar ìï busy wun disturb ì,48
0,ok careful nt text drive,39
0,ill always even spirit ill get bb soon trying sure need,103
0,u r much close heart u go away shattered plz stay,83
0,love u 2 babe r u sure everything alrite idiot txt bak girlie,84
0,abt making pic bigger,39
0,got got 2 colour lor one colour quite light n e darker lor actually m done s styling hair,122
0,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say jus walk wid little amp promise ll bring back ur smile,154
0,nothing ok anyway give treat,36
1,win newest ûïharry potter order phoenix book 5 reply harry answer 5 question chance first among reader,140
0,ok,5
0,correct work today,30
0,sent scream moan bed princess,57
0,wake long ago already dunno thing,54
0,oh getting even u u,34
0,thk 50 shd ok said plus minus 10 ì leave line paragraph,85
0,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz,139
0,yeah jay s sort fucking retard,35
0,sorry bathroom sup,31
1,ur balance å£500 ur next question sang uptown girl 80 s 2 answer txt ur answer 83600 good luck,126
0,exam february 4 wish great day,48
0,dont know come ask question like dont mistake,94
0,aight rush ll ask jay,27
0,good morning plz call sir,28
0,s ok lar u sleep early nite,41
0,oh icic k lor den meet day,42
0,oh half hour much longer syria canada eh wow must get much work done day u extra time grin,150
0,sometimes put wall around heart safe getting hurt find care enough break wall amp get closer goodnoon,162
0,sweet may may go 4u meet carlos gauge patty s interest,82
0,buying today ìï need c meh,45
0,aight sorry take ten year shower s plan,56
0,every monday nxt week vl completing,41
0,might ax well im,23
0,chill another 6hrs could sleep pain surgical emergency see unfolds okay,112
0,yeah ll try scrounge something,38
0,crazy ar s married ìï like gd looking guy frens like say s korean leona s fave dun thk aft thinking mayb prob ll go,160
0,somewhere fredericksburg,32
0,que pas un buen tiempo something like,47
0,ok stay night xavier sleeping bag m getting tired,82
0,doesnt need test,25
0,nothing much chillin home super bowl plan,51
1,free2day sexy st george s day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pic c pocketbabecouk 0870241182716 å£3wk,155
0,bugis oso near wat,22
0,yo there class tmrw right,30
0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via way2smscom,121
0,goodnight sleep well da please take care pa please,53
0,baaaaabe miss youuuuu go teach class 5,84
0,convey regard,24
0,u ned convince tht possible witot hurting feeling main,81
0,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,152
0,start sending blackberry torch nigeria find buyer like 4a month tell dad buy bb anyone oh,131
0,lt gt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt min whn u read,327
0,yo dude guess got arrested day,49
0,shuhui say change 2 suntec steamboat u noe r u,65
0,dance river,29
0,yetunde m sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger,207
0,hey really pretty late want go lesson first join m reaching tp mrt,114
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,101
0,bbq sat mine 6ish ur welcome 2 come,49
0,nt know thing s wrong everyso often panicks start goin bout bein good enough û,108
0,alright m good night,36
0,try making another butt,32
0,hope feeling great pls fill abiola,50
0,though shd go n fun bar town something ûò sound ok,80
0,1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting,141
1,bears pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324,151
1,500 new mobiles 2004 must go txt nokia 89545 collect today å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,154
0,re finally ready fyi,23
0,auntie huai juan never pick phone,40
1,double mins double txt 12 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optoutlf56,159
0,ya tel wats ur problem,25
1,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,143
0,dnt wnt tlk wid u,22
0,spend day waiting ideal path appear front u forget paths made walking waiting goodnight,155
0,ok arm feeling weak cuz got shot go another time,72
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle,203
0,storming msg wen u lift phne u say hello u knw wt real meaning hello s name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person,278
0,s ok popped ask bout something said d around tonght wen girl come,115
0,e best 4 ur exam later,27
0,hope ur head nt hurt 2 much ploughing way pile ironing staying chinky tonight come round like,139
0,oh ki think wi nz player unsold,46
0,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,115
0,wonder got online love gone net cafe get phone recharged friend net think boytoy,155
0,haha kidding papa need drug,35
0,thk shld b ya wana go 4 lesson haha go one whole stretch,82
0,oh ok,7
0,r still meeting 4 dinner tonight,36
0,thats cool gentleman treat dignity respect,73
0,shall start hear,24
0,wait 4 u lor need 2 feel bad lar,49
0,check got detailed message,48
0,registered sinco payee log icicibankcom enter urn lt gt confirm beware fraud share disclose urn anyone,155
0,decided people care stuff vote caring stuff loser,93
0,kaiez enjoy ur tuition gee thk e second option sound beta ll go yan jiu den msg u,99
0,registered sinco payee log icicibankcom enter urn lt gt confirm beware fraud share disclose urn anyone,155
0,cool fun practicing making baby,48
0,actually getting ready leave house,42
0,k k special today,24
1,urgent important information o2 user today lucky day 2 find log onto http wwwurawinnercom fantastic surprise awaiting,163
0,got ta,30
0,ve got ten buck jay noncomittal,44
0,hungry,24
0,pls speak customer machan,34
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,144
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
1,dear u ve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr,143
0,wats ur opinion abt abt character,52
0,jay snickering tell x totally fucking chord speak,82
0,hour beforewent hair cut,39
0,wonder cos dun rem seeing silver car thk saw black one,80
0,lmao take pic send,35
0,speak feel word better silence gud mrng,82
0,s currently scotland,41
0,work week,27
1,congratulations ur awarded either å£500 cd gift voucher free entry 2 å£100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16,152
0,lol great im getting hungry,32
0,yes saw message,33
0,ll mu like lt gt second,41
0,ok,5
0,thing r good thanx got exams march ive done revision fran still boyf ive got ta interviw 4 exeter bit worried x,126
0,tell make little spreadsheet track whose idea smoke determine smokes much entire month february,153
1,sale arsenal dartboard good condition double treble,71
0,nt look back building coat nt want get sick hurry home wear coat gym,141
0,painful personal thought i always try keep everybody happy time nobody recognises alone,124
0,thanks lovely wisheds rock,38
0,intrepid duo great time see soon,63
0,asked sen come chennai search job,47
0,dad went oredi,22
0,jus hope true missin co m really missin nt done anything feel guilty yet,115
0,wat late still early mah juz go 4 dinner lor aiya dunno,71
0,arms fine s cardiff uni,34
0,fact leave think addie go back school tues wed,72
0,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day,134
0,ya going restaurant,26
0,ok askd u knw tht,38
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod å£250 cash every wk txt pod 84128 ts cs wwwtextpodnet custcare 08712405020,141
0,ducking chinchilla,25
0,marriage function,27
0,looks like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer,159
0,donû÷t give flying monkey wot think certainly donû÷t mind friend mine,107
1,registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct an 80062 whats no1 bbc chart,142
0,say thanks2,13
0,msg rajini come,25
0,ya ì taking ure practical lesson start june,65
0,s good need drug,33
0,stupidits possible,23
0,ì decide faster co si going home liao,53
1,summers finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804,159
0,u sleeping going take haha got spy wat online checking n replying mail lor,104
1,claire havin borin time alone u wan na cum 2nite chat 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa,154
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,149
1,bought one ringtone getting text costing 3 pound offering tone etc,81
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow d,144
0,kinda first one get twelve aah speak tomo,51
1,09066362231 urgent mobile 07xxxxxxxxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap,153
0,ok good later come find ì c lucky told ì go earlier later pple take finish ì,114
0,wat make u thk ll fall actually thk m quite prone 2 fall lucky dad home ask come n fetch already,131
1,07801543489 guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect no83355 tcllc nyusa 150pmt msgrcvd18,159
0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt,174
0,wont touch permission,42
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl,161
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,153
0,take small dose tablet fever,37
0,oh u must taken real valentine shopping first,61
0,sent email ûò address incomm right,74
0,gon na blake s night might able get little early,93
0,friendship game play word say doesnt start march end may tomorrow yesterday today e,141
0,nice wait texting right m gon na pay ticket ya know,85
0,m watching lotr w si dis aft u wan 2 meet 4 dinner nite,78
0,keeping away like,33
0,think far find check google map place dorm,90
0,trip ok quite tiring lor uni start today s ok 4 co m taking module jus concentrating final yr project,147
0,always saying welp,33
0,m guy browsin compulsory,32
0,ok,5
0,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,149
0,sorry ll call later,22
0,add nt really care ca nt least get dude fuck hey money want,132
0,hello lover go new job happy think wake slave send teasing kiss across sea,154
0,told number gautham,31
0,tell need investigate anywhere,51
0,ok juz receive,18
0,cant believe said many thing morning really wanted say good morning love beautiful morning see library later,172
1,account credited 500 free text messages activate txt word credit 80488 cs www80488biz,130
0,end might still vomit okay everything come,76
0,money money aint thing sha,78
0,everything weather keep extra warm cold nothing serious pls lot vitamin c,112
0,hey gal anyone u going e driving centre tmr,58
0,m always yahoo messenger send message ill get may send mobile mode sha ill get reply,158
0,m putting ready lt time gt,60
0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone s smile make u forget time gud noon,154
1,sms ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply ans wquestion end reply end jsco,154
0,hostbased idps linux system,34
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,122
0,da whats plan,26
0,ill lt gt ok,31
0,oh god m almost home,26
0,total video converter free download type google search,64
1,thanks vote sing along star karaoke mobile free link reply sing,121
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,sounds like something someone testing would sayy,56
0,u love someone dont make love u much u love much dont want loved anyone except gud nit,148
0,pete phone still jenny college leannewhat,90
0,oops sorry check nt mind picking tomo half eight station would ok,110
0,hey sweet wondering moment might come want send file someone wo nt go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,458
0,hows champ leaving glasgow,36
0,k best congrats,28
0,wonder ll get text,33
0,need come home give good lovin,51
1,brand new mobile music service live free music player arrive shortly install phone browse content top artist,157
0,shall ask one thing dont mistake,45
0,check wid corect speling ie sarcasm,37
1,urgent mobile awarded å£2000 bonus caller prize 10803 2nd attempt contact call 08714719523 box95qu bt national rate,159
0,angry happen dear,39
0,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui,96
0,yup ok thanx,15
0,hi ct employee,29
0,pls pls find aunt nike,32
0,wow love sooo much know barely stand wonder day go well love think miss,152
0,screaming mean shouting,29
0,hey happen de alright,36
0,picked receipt something earlier,54
0,think chennai well settled,29
0,oh dang nt mean send lol,47
0,unfortunately ve found pick sister airport evening nt think ll going try go one th,172
0,horrible bf v hungry,32
0,remember day,22
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,150
0,s feel mr real valentine yo valentine even tho u hardly play,91
0,sound good fingers makes difficult type,53
0,midnight earliest,24
0,re sure m trying make xavier smoke nt want smoke told smoke much,121
0,k come nordstrom re done,36
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams,212
0,press conference da,25
1,hello orange 1 month s free access game news sport plus 10 free text 20 photo message reply yes terms apply wwworangecoukow,156
0,completed degree use joining finance,59
0,good afternoon love job prospect missing lazy bleak hmmm happy filled love,155
0,shant disturb u anymore jia,37
0,bishan lar nearer need buy early co buy got ta park car,79
0,dont know oh,24
0,dude sux snake got old raiden got buff,50
0,say hi get as back south tampa preferably kegger,75
0,e msg jus u said thanks gift,41
0,u,8
0,ok dear call chechi,36
0,yeah tote u wan na,31
0,ok found dis pierre cardin one look normal cost 20 sale,73
0,good sleep rhythm person establish rhythm body learn use want know,127
0,wat r u,14
0,message truro hospital ext phone phone side,97
0,single line big meaning miss anything 4 ur best life,73
0,got gas money chance gang want go grand nature adventure,92
0,dnt worry use ice piece cloth packalso take 2 tablet,63
0,dude saw parked car sunroof popped sux,58
0,get ready put excellent sub face,46
0,tmrw im finishing 9 door,26
0,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt s blanked,143
0,late,29
0,whatever im pretty pissed,31
0,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,156
0,dont much image class,37
0,got rumour going buy apartment chennai,63
0,near kalainar tv officethenampet,33
1,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl,145
1,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl,149
0,si catching e show e afternoon m watching w c u wan 2 watch today tmr lor,104
0,sounds gd haha wah u yan jiu fast liao,58
0,nosy guess idk reacting m freaked,62
0,remember hurt day satanic imposter meneed pay price itmay destiny keep going u said pray get mind get,184
0,make girl happy s difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,611
0,princess bet brothas chasing,61
0,shall book chez jules half eight s ok,62
0,hhahhaahahah rofl wtf nig leonardo room something,64
0,yep derek s house see sunday lt 3,47
0,s cool let know kick around lt gt ll day,92
0,sorry ll call later,22
0,wondering would okay call uncle john let know thing nigeria r lt gt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like,338
0,charge transfer charge withdraw anyhow like,86
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,159
0,4 let s go bill miller,30
0,love set soul fire spark flame big rawring flame xoxo,105
0,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crush,148
0,s honeymoon outfit,30
0,help propose going back tomorrow,52
1,private 2003 account statement show 800 unredeemed s i m point call 08719899230 identifier code 41685 expires 071104,136
0,never blame day ur life good day give u happiness bad day give u experience essential life gods blessing good morning,152
0,pls confirm time collect cheque,43
1,registered subscriber yr draw 4 å£100 gift voucher b entered receipt correct an next olympics txt an 80062,146
1,urgent mobile number awarded å£2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,144
0,daddy take good care,35
0,yeah probably still got ta check leo,47
0,kthen special,25
0,carlos taking sweet time usual let know patty donewant smoke ll tell haul as,127
0,ok pa nothing problem,25
0,heard job m going wildlife talk tonight u want2come that2worzels wizzle whatever,143
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u,128
0,came hostel,24
0,ok prob ll come lunch,43
0,jus telling u dat ll b leaving 4 shanghai 21st instead ll haf time 2 meet cya,99
0,freezing home yet remember kiss mom morning love think missing yet,152
0,ready big day tomorrow,37
0,ll probably around mu lot,32
0,645,3
1,rtking pro video club need help info ringtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk enjoy,153
0,thnx dude u guy 2nite,28
0,sef dey laugh meanwhile s darling anjie,55
0,mm food da,28
0,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas,121
0,u download fring app,29
0,2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible,115
0,friends u stay fb chat,39
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,154
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,148
1,u secret admirer looking 2 make contact ufind r reveal think ur specialcall 09058094599,132
0,ah well confuses thing doesnû÷t,44
1,500 free text msg text ok 80488 ll credit account,71
0,hi dear call urgnt nt know whats problem nt want work problem least tell wating reply,156
0,dear ok,25
1,selected stay 1 250 top british hotel nothing holiday worth å£350 claim call london 02072069400 bx 526 sw73ss,147
0,yes princess want make happy,41
0,sounds like many talent would like go dinner date next week,83
0,going film 2day da 6pm sorry da,45
0,watching movie already xy want 2 shop m shopping w,73
0,hello little party animal thought d buzz friend grin reminding loved send naughty adoring kiss,158
0,yesterday going home,47
1,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,161
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared,159
0,shit nt surprised went spent evening french guy met town fooled around bit nt let fuck,165
1,0a networks allow company bill sms responsible suppliers,91
0,great comedy cant stop laughing da,37
1,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242,160
0,alright re set text man,41
0,hi re re keen go kind feel nt go tomo nt mind,136
0,sleeping nt feeling well,24
0,u switch fone dammit,35
0,india take lead,25
0,ill post l8r class,31
0,thts wat wright brother fly,36
0,evening v good somewhat event laden fill nt worry û head ok throat wrecked see six,132
0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear,156
0,laptop take,30
0,dont file bag work called mei ll tell find anything room,118
0,wan early lei outside wun b home early neva mind,82
1,ur chance win å£250 cash every wk txt action 80608 s c s wwwmovietriviatv custcare 08712405022 1x150pwk,123
0,bugis juz wat m walking home oredi ìï late reply oso saw top dat like din buy r ì,147
0,wishing family merry x ma happy new year advance,75
0,7 go ok na,22
0,yes posted couple pic fb s still snow outside m waking,90
0,one good partnership going take lead,61
1,rgent 2nd attempt contact u u å£1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,148
0,yeah s class,28
0,send bec temple na,42
0,nt coming home class right need work shower,75
1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callså£1minmobsmorelkpobox177hp51fl,160
0,mostly like,27
0,ìï v fan,14
0,dunno co v late n reach inside already ate spageddies lor s e gal r laughing lor,129
0,guess spent last night phasing fourth dimension,73
0,dad gon na call get work ask crazy question,88
0,yes said it,27
0,hurting n meaningful line ever i compromised everything love,75
0,lmao nice 1,11
0,glad see reply,23
1,urgent trying contact u todays draw show å£800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs,158
1,monthly password wap mobsicom 391784 use wap phone pc,73
0,nah dub je still buff,25
0,painful words i thought happy toughest thing earth,81
0,yeah s fine s å£6 get ok,51
0,lol u come idea,40
0,many people seems special first sight remain special till last sight maintain till life end sh jas,156
0,today song dedicated day song u dedicate send ur valuable frnds first rply,124
0,okay wait ah,18
0,lei,6
0,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call 9 love xxx,126
0,already squatting new way walking,46
0,want bold 2 bb torch,30
0,cramps stopped going back sleep,35
1,today vodafone number ending 0089 last four digit selected received å£350 award number match please call 09063442151 claim å£350 award,174
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 81618 3 per weekstop sms08718727870,114
0,nan sonathaya soladha bos,32
0,bring tat cd forget,23
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 å£150 sp tyrone,126
0,nt know m raping dude poker,42
0,weightloss girl friend make load money ebay something give thanks god,99
0,gr8 see message r u leaving congrats dear school wat r ur plan,96
0,ìï eatin later m eatin wif frens lei ìï going home first,74
0,finish already yar keep saying mushy embarrassed ok,72
0,sorry man stash ran dry last night ca nt pick sunday,76
0,hai priya right doctor said pa,60
1,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service,148
0,ok,5
0,please ask mummy call father,31
0,come room come house co house still messy haha,77
0,lost 10 kilo today,33
0,taste fish curry p,25
0,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp nt worry,126
0,yun ahnow ì wkg btw ì go nu sc ìï wana specialise wad,71
0,yes one woman man please tell like dislike bed,75
0,test earlier appreciate call tomorrow,68
0,s loverboy keep coming queen hmmm nt ache speak miss desparately,144
0,u meet fren dun wan meet ah muz b guy rite,59
0,promise though nt even gotten dinner yet,60
0,got back dislike bed,49
0,turn stereo love mi phone unknown album,66
1,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uk s biggest live service vu bcm1896wc1n3xx,145
0,yeah nt see,24
0,asking u knw nt may ur frnds classmate,58
0,sorry earlier putting firesare around talk 9 actually life lol,107
1,wow boys r back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd info vipclub4u,138
0,missionary hook doggy hook standing,53
0,u better go sleep dun disturb u liao u wake msg lor,73
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,149
0,watching house ûò entertaining ûò getting whole hugh laurie thing ûò even stick ûò indeed especially stick,144
0,thought praps meant another one goodo ll look tomorrow,63
0,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur åôrents mayb interested hav 12000pes around å£48 tb james,159
0,bold 2 lt gt,39
0,know shall speak lt gt minute,67
0,alrite hunny wot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,131
0,went project centre,24
0,per request maangalyam alaipayuthe set callertune callers press 9 copy friend callertune,136
0,lol yeah point guess,34
0,project w frens lor,27
0,lol well quality aint bad aint complaining,55
0,k happen tonight,27
1,hi mandy sullivan calling hotmix fm chosen receive å£500000 easter prize draw please telephone 09041940223 claim 290305 prize transferred someone else,224
0,think re going finn s come,39
0,tired special,36
0,come tomorrow di,23
0,cant pick phone right pls send message,51
0,k go sleep well take rest,34
0,u guy never invite anywhere,34
1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18only opt txt x 07786200117,159
0,want please inside outside bedroom,74
0,ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u ages ring ur up4 nething satlove j xxx,146
0,love wine dine lady,32
1,someone conacted dating service entered phone fancy find call landline 09111030116 pobox12n146tf15,155
0,iåõm cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery take care spk sn x,160
0,know account detail ask mom send youmy mom reach,86
0,think u wrong number,32
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,166
0,b late love mum,22
0,got mail panren paru,26
0,thinking chuckin ur red green n black trainners 2 save carryin bac train,92
0,give one miss number please,37
0,jus came back fr lunch wif si u leh,46
0,schedule next week town weekend,62
0,really good dhanush rock,39
0,lmao ok wont needing u hair anymore,50
0,miss ya need ya want ya love ya,35
0,sorry m free,21
0,u ever get song stuck head reason wo nt go away til u listen like 5 time,107
0,nt yet chikku simple habba hw abt u,38
0,got ur mail dileepthank muchand look forward lot support le contact remember one venugopal mentionedtomorrow late shall try come till theregoodnight dear,205
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl,158
0,joy s father john john name joy s father mandan,67
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å£10 txtauction txt word start no81151 get 4t,143
0,hi yijue s regarding 3230 textbook s intro algorithm second edition m selling 50,121
1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,162
0,k want u come,26
0,little difficult simple way enter place,68
0,ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind,123
0,dont show far put new picture facebook,61
0,watching tv got new job,33
0,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,156
0,m coming whatever want,41
0,ok chikku 1 favourite song,50
0,u see posted facebook,41
1,call freephone 0800 542 0578,33
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms setting purchase,154
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,153
1,loan purpose å£500 å£75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help,164
1,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobile vary,154
0,oh well c u later,22
0,uncle atlanta wish guy great semester,53
0,dear free message without recharge hi hi hi,62
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,159
0,dun believe u thk u told,34
0,know god created gap finger one made come amp fill gap holding hand love,151
0,yes sura sun tv lol,26
0,arun u transfr amt,27
